@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Hedge-mean numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
67,9,2.444445,-1.333333,25.88889,1
59,9,2.055555,-3.555556,30.88889,1
101,9,1.277778,-0.222222,26.777779,1
124,9,0.833333,4,8,1
66,9,2.166667,-4.222222,29.88889,1
96,9,2.833333,-2.888889,27.777779,1
106,9,2.111111,0,25.11111,1
124,9,0.888889,3.666667,7.555555,1
74,9,0.666667,-2.222222,28.88889,1
118,9,0.777778,3.666667,6.666666,1
81,9,1.833333,1.444444,24.666666,1
117,9,1,-0.333333,26.333334,1
147,9,0.722222,-1.444444,7.666666,1
103,9,1.833333,-1.888889,28,1
100,9,1.222222,1.777778,26,1
89,9,3.666667,-2,28.444445,1
87,9,2.722222,2.666667,21.11111,1
62,9,1.222223,-1.333333,27.222221,1
90,9,2,-3.555556,32.22222,1
112,9,0.555555,3.555556,7.555555,1
63,9,2.111111,-3.777778,27.777779,1
86,9,1.722222,-0.111111,23.555555,1
122,9,0.555556,4.111111,7.222222,1
115,9,2.222223,-2.666667,21.88889,1
111,9,2.555555,0.888889,5.555555,1
107,9,1.611111,3.444444,20.777779,1
123,9,0.666667,4.444445,8.444445,1
75,9,1.5,-2.222222,29.333334,1
53,9,1.166667,-2,27.444445,1
119,9,2.555556,-0.777778,27.333334,1
89,9,2.944445,-1.666667,27.777779,1
111,9,0.888889,2.888889,7.888889,1
67,9,2.111111,-6.111111,35.88889,1
75,9,3.777778,-2.555556,31.666666,1
109,9,1.333334,4.333334,21,1
34,9,1.5,-6.333334,27.88889,1
118,9,0.444445,3.888889,7.777778,1
63,9,1.944444,-6.111111,29.666666,1
123,9,0.388889,5.666666,8,1
71,9,4.5,-1.666667,28.555555,1
41,9,1.666667,-5.111111,29.777779,1
72,9,1.777778,-8.777778,35.77778,1
91,9,2.166666,-1.444444,28.777779,1
145,9,0.722222,3.111111,7,1
124,9,1,3.444444,9,1
80,9,3,-1.444444,31.555555,1
83,9,3.611111,1.111111,23.333334,1
61,9,1.555555,-4.222222,28.777779,1
118,9,2.277778,-2.666667,27.333334,1
134,9,0.666667,5.111111,6.444445,1
115,9,4.166667,-2.111111,28,1
137,9,1.111111,5.777778,7.777778,1
88,9,2.888889,-2.444444,28.444445,1
149,9,0.722222,-4,8.666667,1
111,9,1.333333,3.444444,22.222221,1
124,9,0.388889,4.222222,7.666666,1
117,9,0.555556,1.666667,7.555555,1
42,9,1.388889,-7.777778,31.11111,1
100,9,1.388889,-1.333333,28.444445,1
102,9,2.611111,-2.888889,29.777779,1
133,9,1.166667,4,8.222222,1
129,9,0.666667,4.666666,8.222222,1
81,9,1.333333,-1.111111,28.777779,1
73,9,2.611111,0.444444,24.11111,1
114,9,3.888888,5.333334,20.555555,1
60,9,2.444445,-3.888889,30,1
96,9,2.777778,0.666667,27.333334,1
141,9,0.777778,4.777778,7,1
124,9,0.888889,3.666667,7.555555,1
92,9,1.777778,-3.333333,29.777779,1
145,9,0.5,3.777778,5.444445,1
93,9,2.111111,-4.444445,26.777779,1
130,9,0.833333,3.777778,9,1
111,9,0.611111,4.444445,6.888889,1
94,9,3.666667,-1.666667,27.333334,1
122,9,0.777778,4.444445,7.444445,1
98,9,1.888889,0.333333,25.88889,1
124,9,0.611111,5.333334,6.888889,1
120,9,0.444445,5.444445,7.777778,1
146,9,0.666667,1.666667,6.888889,1
128,9,0.888889,5.888889,7.888889,1
69,9,1.88889,-6.666666,34.444447,1
113,9,0.277778,3.222222,7.888889,1
50,9,1,-4.111111,30,1
145,9,0.611111,4.888889,5.555555,1
149,9,0.722222,-4,8.666667,1
112,9,1,2.333333,8.111112,1
142,9,0.944444,4.555555,6.555555,1
114,9,1,4,7.888889,1
115,9,0.333333,3,8.666667,1
101,9,1.277778,-0.222222,26.777779,1
56,9,1.277777,-9.333333,36,1
149,9,1,-4.222222,8.777778,1
126,9,1,3.555556,8.333334,1
124,9,0.611111,4.333334,7.777778,1
107,9,1.888889,3,23,1
142,9,1.722222,5.888889,6.777778,1
85,9,3.944444,-3,28.11111,1
134,9,0.722222,5.333334,7.888889,1
136,9,0.666667,4.555555,8.666667,1
114,9,1.944444,0.444444,24.666666,1
85,9,2.500001,-1,27.11111,1
92,9,1.388889,-2,30,1
118,9,1.055556,4.111111,7.111111,1
60,9,1.277778,-1.777778,25.777779,1
57,9,2.111111,-4.888889,34.444447,1
114,9,2.111111,4.777778,17.444445,1
70,9,1.722222,-4.777778,34,1
101,9,2.222222,1.888889,23.555555,1
133,9,1.166667,4,8.222222,1
95,9,2.499999,0,26.222221,1
111,9,1.611111,-0.444444,24.88889,1
102,9,1.944444,1.888889,21.88889,1
130,9,0.666667,5,7.555555,1
59,9,2.944445,-8.222222,34.333336,1
122,9,0.5,5.111111,8.111112,1
134,9,0.388889,4.444445,7,1
102,9,2.611111,-2.888889,29.777779,1
92,9,2.333333,-1.666667,30.333334,1
65,9,2.333334,-2.111111,26.777779,1
116,9,0.444445,3.222222,8.333334,1
111,9,0.444445,4,7.333334,1
111,9,0.5,3,7.222222,1
136,9,1,4.555555,8,1
131,9,1.333333,4.666666,7.222222,1
123,9,0.388889,3.888889,7.333334,1
111,9,0.611111,4.444445,6.888889,1
143,9,0.444445,4.555555,6.666666,1
60,9,2.888889,-6.222222,35.22222,1
90,9,5.111111,-1.888889,29.11111,1
128,9,0.388889,5.555555,6.888889,1
121,9,0.611111,4.777778,8,1
67,9,1.555556,-2.555556,30.777779,1
60,9,2.888889,-6.222222,35.22222,1
131,9,0.777778,4.777778,7.555555,1
117,9,1.611111,2.333333,24.11111,1
147,9,0.722222,-1.111111,9.555555,1
62,9,3.388889,-10.777778,37.666668,1
51,9,2.666667,-9.222222,35.11111,1
113,9,0.722222,4.888889,7.111111,1
138,9,0.5,5.444445,6.777778,1
68,9,2.166667,-8.888889,36.88889,1
84,9,1.611111,-0.888889,30,1
103,9,2.277778,4.555555,19.444445,1
67,9,1.833333,0.888889,27.88889,1
106,9,0.722222,1.333333,23.666666,1
138,9,0.833333,4.777778,7.333334,1
48,9,0.999999,-39.333332,129.11111,2
31,9,1.333333,-18.11111,145.55556,2
67,9,1.055556,-28.222221,125.55556,2
18,9,0.555557,-44.666668,130.44444,2
52,9,0.777777,-31.88889,129.22223,2
62,9,1.166668,-26.777779,140.33334,2
77,9,1.166665,-41.22222,125.22222,2
49,9,1.499999,-29.555555,141.77779,2
47,9,0.999997,-22,145.77777,2
45,9,0.611109,-42.333332,124,2
72,9,1.166667,-42.666668,117.111115,2
74,9,0.500001,-38.22222,123.22222,2
34,9,1.888891,-16.777779,146.66667,2
96,9,0.611112,-24.444445,128.11111,2
15,9,1.888888,-31.444445,145.33334,2
40,9,0.722223,-43.444443,129,2
15,9,0.555556,-32.77778,144,2
28,9,1.777779,-45.444443,130.66667,2
53,9,0.722223,-33.333332,138.22223,2
76,9,1.333333,-46.555557,116.55556,2
41,9,0.388892,-43.77778,128.88889,2
30,9,0.944444,-40.88889,131.11111,2
32,9,0.833332,-38.444443,132.55556,2
56,9,0.833333,-30.333334,140.66667,2
14,9,1.222223,-41.11111,132.11111,2
46,9,1.05556,-18.222221,145.55556,2
15,9,1.222225,-46.88889,131.11111,2
33,9,0.611109,-39.333332,130.55556,2
81,9,0.833332,-44.88889,118.44444,2
97,9,1,-23.444445,145.44444,2
15,9,1.444443,-19.222221,149.55556,2
53,9,1.111109,-26.444445,130.22223,2
29,9,1.055553,-27.666666,142.88889,2
82,9,0.611111,-40.88889,125.888885,2
101,9,0.611109,-25.444445,147.22223,2
63,9,0.333332,-38.11111,126.111115,2
62,9,1.666669,-28.666666,139.44444,2
54,9,0.833335,-36.333332,127.111115,2
58,9,1.055559,-38.22222,126.44444,2
14,9,0.611113,-41.22222,130.66667,2
75,9,1.055559,-30.555555,141.22223,2
47,9,1.000001,-31.11111,141.66667,2
68,9,0.722224,-39.444443,126.333336,2
67,9,0.888889,-31.666666,138.44444,2
13,9,0.944445,-14.111111,148.88889,2
43,9,0.833335,-27.444445,140.55556,2
24,9,1.611109,-32.555557,137.77779,2
54,9,0.944444,-23,132.44444,2
35,9,0.722221,-15.777778,146.22223,2
25,9,0.833333,-43.444443,125.666664,2
53,9,0.833333,-19.666666,145.77777,2
13,9,1,-36.333332,135.77779,2
29,9,1.388891,-28.444445,142.77777,2
13,9,1.333333,-32.22222,145.44444,2
43,9,0.888889,-39.11111,128.22223,2
11,9,2.166667,-19.333334,150.11111,2
39,9,1.833333,-32.444443,132,2
15,9,0.666668,-40.88889,132,2
62,9,0.888887,-28.555555,127.111115,2
15,9,0.777774,-19.333334,150.11111,2
86,9,1.166669,-38.666668,124.111115,2
38,9,2.111111,-39.11111,131.44444,2
44,9,2.333333,-31.777779,136.88889,2
26,9,0.888888,-17.666666,146.55556,2
50,9,1.444444,-36.555557,139.77779,2
27,9,2.055557,-33.333332,138.66667,2
32,9,1.777779,-33.333332,142.22223,2
33,9,0.500001,-41.444443,128.66667,2
57,9,1.22222,-31.444445,139.66667,2
33,9,0.500001,-41.444443,128.66667,2
19,9,1.499998,-26.777779,142.66667,2
71,9,1.499999,-31.222221,140.88889,2
13,9,1.111115,-17.777779,149.11111,2
107,9,1.055555,-23.666666,145.22223,2
20,9,0.833333,-33,140.55556,2
71,9,1.499999,-31.222221,140.88889,2
81,9,1.055557,-44.22222,116.44444,2
44,9,1,-42,121.44444,2
34,9,1.388888,-35.444443,142,2
25,9,0.999996,-35.11111,142.22223,2
57,9,1.000001,-49.444443,119.333336,2
79,9,0.777779,-41.555557,126.55556,2
55,9,1.444447,-39.22222,124.111115,2
109,9,1.000001,-39.11111,122.22222,2
37,9,1.055553,-47.444443,121.111115,2
35,9,0.944447,-46.22222,122.55556,2
54,9,1,-20.333334,145.55556,2
101,9,0.611109,-25.444445,147.22223,2
29,9,1.055553,-27.666666,142.88889,2
35,9,1.166665,-38,125.44444,2
42,9,1.388891,-21.555555,146.44444,2
39,9,1.222218,-32.22222,142.44444,2
47,9,1.555557,-29.222221,139.77779,2
65,9,0.722221,-43.666668,121.111115,2
63,9,6.222223,-38.77778,123.22222,2
20,9,0.833333,-33,140.55556,2
57,9,1.388891,-34,139,2
27,9,0.999997,-17.88889,145.55556,2
30,9,0.611109,-40.666668,129,2
65,9,2,-31,141.66667,2
26,9,0.444444,-41.666668,130.88889,2
41,9,0.388892,-43.77778,128.88889,2
13,9,0.555557,-29,144.77777,2
18,9,0.555557,-44.666668,130.44444,2
17,9,0.666667,-28.555555,143.88889,2
104,9,1.833335,-39.88889,119.888885,2
47,9,0.666667,-43.666668,121.44444,2
58,9,1.000001,-47.444443,118.55556,2
44,9,1.166665,-31.11111,138.11111,2
19,9,0.888888,-39.77778,132.33334,2
25,9,1.111111,-30.666666,142.33334,2
56,9,0.722221,-30.666666,141.66667,2
58,9,0.888891,-31.333334,137.44444,2
42,9,0.944444,-30.11111,141.77779,2
40,9,0.722223,-43.444443,129,2
71,9,1.333333,-49.11111,115.55556,2
46,9,1.333332,-41.22222,132.88889,2
50,9,0.944445,-38.333332,125.77778,2
32,9,1.777779,-33.333332,142.22223,2
50,9,1.111112,-46.11111,130.33334,2
57,9,1.166667,-18.222221,146.22223,2
23,9,1.166665,-37.666668,141.66667,2
41,9,0.277779,-20.333334,145.88889,2
28,9,1.111112,-46.22222,131.22223,2
40,9,0.666667,-44.11111,129,2
32,9,2.611109,-19.555555,146.33334,2
36,9,1,-20.222221,146.11111,2
59,9,1.055556,-28.777779,140.44444,2
59,9,1.055556,-37.444443,139,2
18,9,1.166669,-19.333334,147.88889,2
27,9,1.444445,-14.888889,146.55556,2
98,9,1.666667,-45,116.888885,2
18,9,1.277777,-34.88889,142,2
52,9,1.333333,-30.666666,140.22223,2
50,9,0.944445,-38.333332,125.77778,2
40,9,1.333332,-30.555555,140.55556,2
21,9,1.166667,-33,141.88889,2
18,9,0.944445,-15.888889,147.55556,2
93,9,1.055555,-25.222221,128,2
16,9,1.499999,-40.22222,131,2
34,9,1.000001,-35.333332,140,2
56,9,0.833333,-30.333334,140.66667,2
41,9,1.499999,-28.555555,131.22223,2
64,9,0.777777,-46.77778,118.666664,2
99,9,0.777779,-43.22222,118,2
48,9,1.277781,-21.88889,146.11111,2
18,9,0.944445,-15.888889,147.55556,2
90,9,0.777779,-22.777779,128.55556,2
54,9,0.666667,-37.22222,127.44444,2
19,9,1.666672,-18.666666,146.44444,2
48,9,0.555555,-30.444445,138.11111,2
61,9,0.555556,-41.88889,128.33334,2
67,9,3.833332,-41.88889,125.55556,2
57,9,0.666665,-31,140.44444,2
58,9,1.000001,-47.444443,118.77778,2
49,9,1.166668,-31.222221,143.11111,2
54,9,1.222221,-35.11111,141.33334,2
92,9,0.77778,-46.333332,115.44444,2
79,9,1.055553,-47.666668,115.333336,2
70,9,1.111108,-25.555555,127.77778,2
51,9,1.499998,-28,140.22223,2
20,9,0.611112,-39.77778,129.55556,2
62,9,1.000001,-42,121.44444,2
78,9,2.666665,-40.88889,125.666664,2
90,9,0.777779,-22.777779,128.55556,2
23,9,1.166665,-36,139.77779,2
49,9,1.77778,-32.77778,140.44444,2
93,9,1.944444,-46.88889,112.111115,2
54,9,1.722223,-36.22222,126.111115,2
36,9,1.055556,-39.77778,132.44444,2
87,9,0.777779,-22.555555,146.44444,2
62,9,1.111112,-27.222221,138.77779,2
66,9,1.111113,-43,117.333336,2
68,9,0.888889,-32,124.888885,2
83,9,1.055552,-48.22222,116.888885,2
11,9,2.888891,-19.666666,150.88889,2
58,9,0.888888,-38.11111,128.11111,2
45,9,1.111113,-36.88889,140,2
43,9,1.111111,-28.777779,140.22223,2
29,9,0.777779,-43.444443,126.333336,2
35,9,0.888888,-34.22222,141.33334,2
57,9,1.388891,-19,146.66667,2
45,9,0.777779,-39.22222,126.888885,2
18,9,0.555553,-35.11111,132.33334,2
71,9,2.222221,-27,122.44444,2
72,9,1.055559,-30.666666,140.55556,2
30,9,1.222223,-37.444443,130.11111,2
25,9,1.111111,-30.666666,142.33334,2
57,9,0.77778,-43.77778,121.55556,2
21,9,1.333332,-35.444443,142.88889,2
51,9,0.611111,-34.22222,138.88889,2
51,9,2.055553,-33.555557,141.11111,2
33,9,1.055553,-33.666668,141.77779,2
75,9,0.888888,-49.666668,115.888885,2
21,9,1.222221,-28.11111,143.22223,2
30,9,0.833332,-31.666666,139.66667,2
13,9,1.166667,-28.444445,145.44444,2
28,9,1.222221,-37.77778,131.11111,2
85,9,0.888888,-43,118,2
60,9,0.777777,-30.666666,128.22223,2
51,9,0.944443,-40.555557,127,2
20,9,1.27778,-31.666666,142.66667,2
12,9,1.777779,-35.666668,143.11111,2
27,9,0.5,-16.555555,146.55556,2
34,9,0.888887,-42.77778,127.333336,2
31,9,0.777777,-39.22222,132.55556,2
51,9,0.833335,-36.88889,140.77779,2
33,9,0.722221,-40.666668,132,2
26,9,1.888885,-16.777779,146.77777,2
22,9,1,-16.555555,147.88889,2
40,9,0.833333,-33.333332,141.55556,2
90,9,1.27778,-22.333334,128.33334,2
21,9,1.333333,-27.555555,142.55556,2
80,9,1.722224,-24.555555,127.333336,2
55,9,1.166668,-30.666666,139.33334,2
57,9,1.611109,-42.666668,122.22222,2
99,9,0.777779,-43.22222,118,2
78,9,0.777779,-20.666666,147,2
73,9,1.611111,-30.222221,140.55556,2
21,9,1,-33.22222,143.11111,2
31,9,0.666664,-16.88889,145.44444,2
24,9,0.888888,-29.88889,141.66667,2
38,9,0.888888,-34.555557,141.66667,2
66,9,0.888888,-43.333332,118.77778,2
35,9,1.444444,-30.333334,142.55556,2
45,9,1.555557,-31.222221,137.33334,2
18,9,0.5,-34.333332,130.11111,2
16,9,1.666667,-44.88889,125,2
22,9,0.722221,-14.888889,147,2
47,9,1.111109,-20.222221,146.33334,2
50,9,0.77778,-33,140.88889,2
55,9,1,-38,132.22223,2
32,9,1.500001,-33.666668,138.11111,2
49,9,0.666669,-37.77778,139.33334,2
41,9,1.111112,-33.444443,139.77779,2
39,9,1.833333,-32.444443,132,2
96,9,0.944445,-44.444443,115.666664,2
11,9,2.888891,-19.666666,150.88889,2
36,9,1.055556,-41.11111,130.33334,2
45,9,1,-41.444443,124.55556,2
80,9,1.444445,-41.666668,119.333336,2
19,9,0.944443,-32.88889,143.11111,2
57,9,0.888889,-33,139,2
94,9,1.000001,-18.88889,127.55556,2
41,9,0.833333,-39.333332,129.33334,2
20,9,1.444443,-33.555557,132.33334,2
31,9,1.222223,-29.11111,141.22223,2
88,9,0.500001,-27.11111,127.55556,2
46,9,1.777779,-30.11111,141,2
13,9,1.666664,-20.11111,149.88889,2
58,9,1.444444,-35.444443,138.77779,2
64,9,1.333331,-37.333332,126.22222,2
28,9,0.888887,-40.555557,131.11111,2
25,9,0.388889,-43.333332,131.33334,2
39,9,1.111111,-32.88889,142.88889,2
42,9,1.666668,-39.77778,126.22222,2
44,9,1.333333,-39,126.77778,2
27,9,0.5,-16.555555,146.55556,2
36,9,1.833335,-40.444443,125.22222,2
39,9,0.777776,-30.88889,140.33334,2
48,9,1.333331,-25,132.44444,2
71,9,0.888888,-32.22222,138.33334,2
19,9,1.444447,-33.666668,142.44444,2
91,9,0.722221,-37,123.44444,2
57,9,1.611112,-33.77778,140.33334,2
16,9,0.944448,-17.222221,149.88889,2
113,9,1.333333,-25.333334,145.66667,2
30,9,0.611111,-30.88889,141,2
24,9,0.888888,-29.88889,141.66667,2
19,9,1.888888,-37.88889,130.22223,2
32,9,1.33333,-38.666668,133.33334,2
16,9,0.888891,-38.11111,131.11111,2
83,9,1.055552,-48.22222,116.888885,2
46,9,1.111112,-40.88889,128.88889,2
17,9,1.888889,-32.333332,143.55556,2
81,9,0.888891,-21.777779,128.88889,2
25,9,0.944447,-37.77778,133.77779,2
20,9,1.166665,-32.666668,142.33334,2
47,9,1.499999,-41.666668,128.77779,2
58,9,1.000001,-35.666668,138.77779,2
14,9,1.666669,-38.333332,134.11111,2
40,9,1.222221,-29.88889,142.22223,2
65,9,1.500001,-34,140,2
72,9,1.499999,-34,141.11111,2
74,9,0.500001,-38.22222,123.22222,2
66,9,1.833335,-22,128.77779,2
68,9,0.777779,-30.333334,141,2
81,9,0.722224,-42.11111,124.888885,2
40,9,0.555556,-32.77778,141.66667,2
32,9,2.611109,-19.555555,146.33334,2
50,9,0.777779,-35.88889,138.88889,2
89,9,1.277779,-38.88889,125.44444,2
62,9,1.888887,-33.444443,139.33334,2
29,9,1.388891,-28.444445,142.77777,2
13,9,1.111112,-47.666668,128.44444,2
30,9,1.222223,-37.444443,130.11111,2
62,9,1.611109,-27.777779,126.333336,2
115,9,5,-12,12.888889,3
80,9,16.666666,-18.88889,31.666666,3
120,9,0.5,-2.777778,3,3
134,9,0.833333,-5,3.888889,3
88,9,0.944445,-7,6.444445,3
115,9,1.388889,-6.444445,5.666666,3
92,9,2.277778,-12.666667,12.666667,3
120,9,1.444444,-25.555555,33.11111,3
72,9,1.388889,-8.888889,9.444445,3
124,9,1.444444,-2.777778,2.666667,3
141,9,0.722222,-4.333334,3.666667,3
87,9,44.722225,-26,79,3
124,9,1.111111,-6.888889,6.111111,3
131,9,1,-1.555556,1.777778,3
142,9,0.277778,-1.333333,1.333333,3
129,9,0.388889,-1.555556,1.555556,3
118,9,0.055556,-0.111111,0.111111,3
100,9,2.555556,-9.444445,9.444445,3
123,9,0.5,-4.555555,4.222222,3
140,9,3.055556,-11.777778,15.111111,3
130,9,0.555555,-3.777778,3.333333,3
135,9,0.333333,-2.888889,2.777778,3
124,9,0.277778,-2,2,3
130,9,1.222222,-5.888889,5,3
120,9,0.722222,-4.222222,4.111111,3
127,9,0.777778,-6.555555,5.555555,3
137,9,3.833333,-7.333334,9,3
81,9,15.166667,-26.444445,55.555557,3
144,9,0.5,-3.444444,3.444444,3
109,9,3.999999,-18.88889,22.333334,3
122,9,4.111111,-6,26.444445,3
107,9,0.666667,-28.666666,36,3
102,9,1.555556,-8.444445,7.666666,3
95,9,1.611111,-10.888889,9.222222,3
93,9,1.388889,-7.333334,7.222222,3
137,9,0.111111,-0.777778,0.777778,3
136,9,2.055555,-11.666667,13.222222,3
128,9,2.444444,-19.11111,25.88889,3
107,9,9.833333,-6.555555,12.222222,3
80,9,34.61111,-25.333334,79.55556,3
97,9,0.555555,-6,5.555555,3
100,9,0.666667,-3.333333,2.777778,3
90,9,3.333333,-7.333334,7.333334,3
95,9,1.055556,-7.888889,7.222222,3
138,9,0.333333,-2.333333,2.333334,3
85,9,2.388889,-5.888889,6.777778,3
119,9,1.055556,-3.333333,3.222222,3
83,9,0.666667,-6.444445,6,3
125,9,0.722222,-11.888889,25.333334,3
73,9,9.444445,-42.444443,57.333332,3
107,9,0.833333,-5.666666,5.333334,3
123,9,1,-3.777778,3.666667,3
121,9,1.166667,-8.777778,7.777778,3
138,9,5.5,-19.88889,24.777779,3
106,9,2.222222,-8,7.888889,3
133,9,0.222222,-2.222222,2.222222,3
97,9,0.777778,-6.222222,5.888889,3
95,9,2.666666,-14.222222,15.444445,3
88,9,2.166666,-11.111111,10.111111,3
83,9,12.888889,-16.11111,22.666666,3
82,9,6.222223,-12.444445,14.555555,3
90,9,6.777779,-12.666667,15.666667,3
82,9,2.111111,-11.444445,10.222222,3
95,9,1.944444,-9.666667,9,3
120,9,1.444444,-25.555555,33.11111,3
